1,1,0.00,0.00,0.00,0
2,1,0.00,0.00,0.00,0
3,1,0.00,0.00,0.00,0
4,1,0.00,0.00,0.00,0
5,1,0.00,0.00,0.00,0
1,2,0.00,0.00,0.00,0
1,3,0.00,0.00,0.00,0
1,4,0.00,0.00,0.00,0
